annonce_id,annonce_state,city,country,created_at,end_date,phone_number,premium,price,quantity,start_date,title,transaction,updated_at,vehicle_id,vendor_id
6363,ACTIVE,"Calais, 62100",France,2024-12-31 15:10:26.202547,2025-02-28 15:10:26.202556,+33 610 67 75 66,f,85,1,2024-12-31 15:10:26.202555,Ducati Multistrada 2023 - 34560 km - Occasion,Location,2024-12-31 15:10:26.202554,8562,14580
6364,ACTIVE,"Le Mans, 72000",France,2024-12-31 15:10:26.460716,2025-02-28 15:10:26.460725,+33 628 20 21 99,f,185,1,2024-12-31 15:10:26.460724,Honda Insight Occasion 2013 - 93548 Électrique km,Location,2024-12-31 15:10:26.460723,8563,16032
6365,ACTIVE,"Boulogne-Billancourt, 92100",France,2024-12-31 15:10:26.653448,2025-02-28 15:10:26.653454,+33 776 29 96 74,f,20486,1,2024-12-31 15:10:26.653453,Honda Odyssey Occasion 2017 - 100420 Hybride km,Vente,2024-12-31 15:10:26.653452,8564,15822
6366,ACTIVE,"Le Havre, 76600",France,2024-12-31 15:10:26.843945,2025-02-28 15:10:26.84395,+33 714 15 64 41,f,41,1,2024-12-31 15:10:26.843949,BMW F900R 2016 - 38659 km - Peu Endommagé,Location,2024-12-31 15:10:26.843948,8565,16563
6367,ACTIVE,"Calais, 62100",France,2024-12-31 15:10:27.068878,2025-02-28 15:10:27.068887,+33 734 96 55 57,f,57,1,2024-12-31 15:10:27.068886,Nissan Pathfinder Occasion 2018 - 111330 Hybride km,Location,2024-12-31 15:10:27.068885,8566,15694
6368,ACTIVE,"Perpignan, 66000",France,2024-12-31 15:10:27.69824,2025-02-28 15:10:27.698249,+33 699 81 05 38,f,56,1,2024-12-31 15:10:27.698248,Ford Mustang Occasion 2013 - 68334 Électrique km,Location,2024-12-31 15:10:27.698246,8567,15072
6369,ACTIVE,"Saint-Étienne, 42000",France,2024-12-31 15:10:28.056379,2025-02-28 15:10:28.056387,+33 648 70 27 90,f,3273,1,2024-12-31 15:10:28.056387,Triumph Tiger 1200 2017 - 25205 km - Neuf,Vente,2024-12-31 15:10:28.056385,8568,16788
6370,ACTIVE,"Versailles, 78000",France,2024-12-31 15:10:28.323169,2025-02-28 15:10:28.32318,+33 636 39 87 58,f,174,1,2024-12-31 15:10:28.323179,Ford Bronco Neuve 2010 - 92514 Hybride km,Location,2024-12-31 15:10:28.323178,8569,15804
6371,ACTIVE,"Boulogne-Billancourt, 92100",France,2024-12-31 15:10:28.554011,2025-02-28 15:10:28.554022,+33 709 08 23 74,f,44,1,2024-12-31 15:10:28.554021,Indian Challenger 2014 - 31014 km - Occasion,Location,2024-12-31 15:10:28.554019,8570,16764
6372,ACTIVE,"Brest, 29200",France,2024-12-31 15:10:28.847649,2025-02-28 15:10:28.847655,+33 626 34 82 35,f,32779,1,2024-12-31 15:10:28.847654,Ford Edge Occasion 2020 - 16931 Hybride km,Vente,2024-12-31 15:10:28.847653,8571,14542
6373,ACTIVE,"Amiens, 80000",France,2024-12-31 15:10:29.048502,2025-02-28 15:10:29.048508,+33 796 82 19 45,f,31472,1,2024-12-31 15:10:29.048507,Hyundai Santa Fe Occasion 2012 - 50266 Essence km,Vente,2024-12-31 15:10:29.048506,8572,15716
6374,ACTIVE,"Nancy, 54000",France,2024-12-31 15:10:29.282729,2025-02-28 15:10:29.282737,+33 704 15 45 44,f,32569,1,2024-12-31 15:10:29.282737,Audi A7 Neuve 2021 - 136225 Diesel km,Vente,2024-12-31 15:10:29.282735,8573,14924
6375,ACTIVE,"Saint-Étienne, 42000",France,2024-12-31 15:10:29.580563,2025-02-28 15:10:29.580571,+33 708 64 81 67,f,41,1,2024-12-31 15:10:29.58057,KTM RC 390 2022 - 34042 km - Neuf,Location,2024-12-31 15:10:29.580568,8574,14574
6376,ACTIVE,"Montreuil, 93100",France,2024-12-31 15:10:29.773077,2025-02-28 15:10:29.773083,+33 621 00 51 72,f,127,1,2024-12-31 15:10:29.773082,Ford Expedition Occasion 2010 - 122813 Électrique km,Location,2024-12-31 15:10:29.773081,8575,14391
6377,ACTIVE,"Aix-en-Provence, 13100",France,2024-12-31 15:10:30.033461,2025-02-28 15:10:30.033465,+33 774 45 05 41,f,9797,1,2024-12-31 15:10:30.033464,Harley-Davidson Dyna 2019 - 21036 km - Occasion,Vente,2024-12-31 15:10:30.033463,8576,16302
6378,ACTIVE,"La Rochelle, 17000",France,2024-12-31 15:10:30.330715,2025-02-28 15:10:30.330718,+33 792 27 55 23,f,60,1,2024-12-31 15:10:30.330718,Nissan Armada Occasion 2012 - 12289 Électrique km,Location,2024-12-31 15:10:30.330718,8577,16323
6379,ACTIVE,"Antibes, 06600",France,2024-12-31 15:10:30.620911,2025-02-28 15:10:30.620919,+33 715 84 23 26,f,30067,1,2024-12-31 15:10:30.620918,Audi A8 Occasion 2016 - 118870 Essence km,Vente,2024-12-31 15:10:30.620917,8578,16873
6380,ACTIVE,"Clermont-Ferrand, 63000",France,2024-12-31 15:10:30.846205,2025-02-28 15:10:30.84621,+33 778 20 79 06,f,22382,1,2024-12-31 15:10:30.84621,Hyundai Azera Occasion 2023 - 136325 Électrique km,Vente,2024-12-31 15:10:30.846208,8579,14459
6381,ACTIVE,"Calais, 62100",France,2024-12-31 15:10:31.106193,2025-02-28 15:10:31.106201,+33 690 57 66 62,f,84,1,2024-12-31 15:10:31.1062,Ducati Diavel 2010 - 46876 km - Occasion,Location,2024-12-31 15:10:31.106199,8580,15960
6382,ACTIVE,"Villeurbanne, 69100",France,2024-12-31 15:10:31.365076,2025-02-28 15:10:31.365085,+33 743 52 10 00,f,13456,1,2024-12-31 15:10:31.365085,Yamaha XSR900 2015 - 9105 km - Neuf,Vente,2024-12-31 15:10:31.365083,8581,14763
6383,ACTIVE,"Orléans, 45000",France,2024-12-31 15:10:31.5931,2025-02-28 15:10:31.593105,+33 722 18 77 32,f,50,1,2024-12-31 15:10:31.593104,Triumph Speed Triple 2014 - 24142 km - Peu Endommagé,Location,2024-12-31 15:10:31.593103,8582,16749
6384,ACTIVE,"La Rochelle, 17000",France,2024-12-31 15:10:31.816788,2025-02-28 15:10:31.816792,+33 616 48 46 22,f,59,1,2024-12-31 15:10:31.816791,Honda CBR1000RR 2015 - 23693 km - Neuf,Location,2024-12-31 15:10:31.81679,8583,14898
6385,ACTIVE,"Besançon, 25000",France,2024-12-31 15:10:32.2338,2025-02-28 15:10:32.233808,+33 718 83 98 79,f,162,1,2024-12-31 15:10:32.233807,Volkswagen Eos Neuve 2013 - 60180 Hybride km,Location,2024-12-31 15:10:32.233806,8584,14922
6386,ACTIVE,"Roubaix, 59100",France,2024-12-31 15:10:32.46461,2025-02-28 15:10:32.464616,+33 619 25 32 34,f,30,1,2024-12-31 15:10:32.464616,Harley-Davidson Trike 2016 - 21688 km - Peu Endommagé,Location,2024-12-31 15:10:32.464614,8585,15917
6387,ACTIVE,"Marseille, 13000",France,2024-12-31 15:10:32.770982,2025-02-28 15:10:32.770989,+33 604 25 23 56,f,10783,1,2024-12-31 15:10:32.770988,Ducati Multistrada 2021 - 39948 km - Occasion,Vente,2024-12-31 15:10:32.770987,8586,15159
6388,ACTIVE,"Bastia, 20200",France,2024-12-31 15:10:33.034539,2025-02-28 15:10:33.03455,+33 654 11 63 50,f,29144,1,2024-12-31 15:10:33.034549,Ford Fiesta Occasion 2021 - 124304 Électrique km,Vente,2024-12-31 15:10:33.034547,8587,14558
6389,ACTIVE,"Besançon, 25000",France,2024-12-31 15:10:33.232292,2025-02-28 15:10:33.232299,+33 776 44 09 24,f,115,1,2024-12-31 15:10:33.232299,Nissan Versa Occasion 2018 - 147579 Hybride km,Location,2024-12-31 15:10:33.232298,8588,16130
6390,ACTIVE,"La Rochelle, 17000",France,2024-12-31 15:10:33.668148,2025-02-28 15:10:33.668155,+33 730 41 26 87,f,10304,1,2024-12-31 15:10:33.668154,KTM 500 EXC-F 2023 - 2714 km - Occasion,Vente,2024-12-31 15:10:33.668153,8589,16739
6391,ACTIVE,"Limoges, 87000",France,2024-12-31 15:10:34.054101,2025-02-28 15:10:34.054108,+33 644 59 20 85,f,6707,1,2024-12-31 15:10:34.054107,Hyundai Tucson Neuve 2014 - 13910 Hybride km,Vente,2024-12-31 15:10:34.054105,8590,14749
6392,ACTIVE,"Grenoble, 38000",France,2024-12-31 15:10:34.49898,2025-02-28 15:10:34.498989,+33 619 02 17 61,f,10647,1,2024-12-31 15:10:34.498988,Kawasaki Ninja H2 2018 - 17597 km - Occasion,Vente,2024-12-31 15:10:34.498987,8591,16060
6393,ACTIVE,"Annecy, 74000",France,2024-12-31 15:10:34.785908,2025-02-28 15:10:34.785915,+33 660 02 67 73,f,78,1,2024-12-31 15:10:34.785914,KTM 690 Enduro R 2017 - 17307 km - Neuf,Location,2024-12-31 15:10:34.785913,8592,15137
6394,ACTIVE,"Le Mans, 72000",France,2024-12-31 15:10:35.105666,2025-02-28 15:10:35.105675,+33 697 59 64 48,f,14500,1,2024-12-31 15:10:35.105675,Mercedes-Benz Classe C Neuve 2010 - 47574 Essence km,Vente,2024-12-31 15:10:35.105674,8593,14401
6395,ACTIVE,"Lyon, 69000",France,2024-12-31 15:10:35.399783,2025-02-28 15:10:35.399787,+33 623 84 34 42,f,183,1,2024-12-31 15:10:35.399787,Honda Passport Occasion 2011 - 41800 Électrique km,Location,2024-12-31 15:10:35.399786,8594,15292
6396,ACTIVE,"Lille, 59000",France,2024-12-31 15:10:35.632081,2025-02-28 15:10:35.63209,+33 759 89 15 56,f,64,1,2024-12-31 15:10:35.632089,Suzuki V-Strom 650 2016 - 15161 km - Occasion,Location,2024-12-31 15:10:35.632088,8595,15842
6397,ACTIVE,"Limoges, 87000",France,2024-12-31 15:10:35.918556,2025-02-28 15:10:35.91856,+33 618 85 09 03,f,36287,1,2024-12-31 15:10:35.91856,Mercedes-Benz Classe C Neuve 2014 - 90456 Hybride km,Vente,2024-12-31 15:10:35.918558,8596,16213
6398,ACTIVE,"Nice, 06000",France,2024-12-31 15:10:36.209117,2025-02-28 15:10:36.209124,+33 719 10 95 05,f,3006,1,2024-12-31 15:10:36.209124,Triumph Speed Triple 2011 - 5764 km - Peu Endommagé,Vente,2024-12-31 15:10:36.209122,8597,15828
6399,ACTIVE,"Boulogne-Billancourt, 92100",France,2024-12-31 15:10:36.41169,2025-02-28 15:10:36.411696,+33 682 13 91 80,f,38568,1,2024-12-31 15:10:36.411695,Nissan Rogue Neuve 2015 - 81334 Diesel km,Vente,2024-12-31 15:10:36.411694,8598,15749
6400,ACTIVE,"Nanterre, 92000",France,2024-12-31 15:10:36.64501,2025-02-28 15:10:36.645015,+33 723 20 18 10,f,107,1,2024-12-31 15:10:36.645015,Chevrolet Colorado Occasion 2010 - 70570 Diesel km,Location,2024-12-31 15:10:36.645014,8599,15292
6401,ACTIVE,"Le Havre, 76600",France,2024-12-31 15:10:36.876076,2025-02-28 15:10:36.87608,+33 624 12 50 34,f,139,1,2024-12-31 15:10:36.87608,Volkswagen Golf Neuve 2022 - 138936 Essence km,Location,2024-12-31 15:10:36.876078,8600,16584
6402,ACTIVE,"Évry-Courcouronnes, 91000",France,2024-12-31 15:10:37.176325,2025-02-28 15:10:37.176333,+33 744 80 38 15,f,23685,1,2024-12-31 15:10:37.176332,Volkswagen Golf Occasion 2010 - 23301 Électrique km,Vente,2024-12-31 15:10:37.176331,8601,14696
6403,ACTIVE,"Dunkerque, 59140",France,2024-12-31 15:10:37.43986,2025-02-28 15:10:37.439867,+33 698 03 42 62,f,45,1,2024-12-31 15:10:37.439866,Ducati Streetfighter 2022 - 24280 km - Neuf,Location,2024-12-31 15:10:37.439865,8602,15965
6404,ACTIVE,"Mulhouse, 68100",France,2024-12-31 15:10:37.645801,2025-02-28 15:10:37.645806,+33 748 53 68 35,f,42,1,2024-12-31 15:10:37.645805,Ducati XDiavel 2018 - 41880 km - Neuf,Location,2024-12-31 15:10:37.645804,8603,16808
6405,ACTIVE,"Cannes, 06400",France,2024-12-31 15:10:37.913898,2025-02-28 15:10:37.913902,+33 688 01 92 38,f,116,1,2024-12-31 15:10:37.913901,Audi A1 Occasion 2020 - 80738 Diesel km,Location,2024-12-31 15:10:37.9139,8604,15452
6406,ACTIVE,"Le Havre, 76600",France,2024-12-31 15:10:38.10851,2025-02-28 15:10:38.108521,+33 727 26 23 25,f,3154,1,2024-12-31 15:10:38.10852,Honda CBR600RR 2014 - 43466 km - Peu Endommagé,Vente,2024-12-31 15:10:38.108518,8605,16272
6407,ACTIVE,"Lyon, 69000",France,2024-12-31 15:10:38.336884,2025-02-28 15:10:38.336889,+33 625 78 78 82,f,3894,1,2024-12-31 15:10:38.336889,Harley-Davidson Sportster 2013 - 29458 km - Neuf,Vente,2024-12-31 15:10:38.336887,8606,15038
6408,ACTIVE,"Nîmes, 30000",France,2024-12-31 15:10:38.566942,2025-02-28 15:10:38.566946,+33 741 25 94 86,f,40,1,2024-12-31 15:10:38.566945,Suzuki Hayabusa 2019 - 47990 km - Neuf,Location,2024-12-31 15:10:38.566944,8607,16263
6409,ACTIVE,"Saint-Étienne, 42000",France,2024-12-31 15:10:38.922142,2025-02-28 15:10:38.922147,+33 754 86 48 19,f,15513,1,2024-12-31 15:10:38.922146,Toyota Tundra Occasion 2017 - 13350 Diesel km,Vente,2024-12-31 15:10:38.922145,8608,15867
6410,ACTIVE,"Évry-Courcouronnes, 91000",France,2024-12-31 15:10:39.135599,2025-02-28 15:10:39.135609,+33 663 95 38 34,f,15767,1,2024-12-31 15:10:39.135609,Mercedes-Benz Classe E Neuve 2018 - 146935 Diesel km,Vente,2024-12-31 15:10:39.135607,8609,14718
6411,ACTIVE,"Tourcoing, 59200",France,2024-12-31 15:10:39.337783,2025-02-28 15:10:39.337789,+33 790 02 48 49,f,62,1,2024-12-31 15:10:39.337788,Yamaha WR250R 2014 - 14376 km - Peu Endommagé,Location,2024-12-31 15:10:39.337787,8610,15641
6412,ACTIVE,"Annecy, 74000",France,2024-12-31 15:10:39.565119,2025-02-28 15:10:39.565129,+33 726 15 40 49,f,13193,1,2024-12-31 15:10:39.565129,Kawasaki Ninja H2 2021 - 27599 km - Occasion,Vente,2024-12-31 15:10:39.565126,8611,14755
6413,ACTIVE,"Aix-en-Provence, 13100",France,2024-12-31 15:10:40.397579,2025-02-28 15:10:40.397583,+33 732 03 21 90,f,77,1,2024-12-31 15:10:40.397583,BMW R1250RT 2011 - 21071 km - Occasion,Location,2024-12-31 15:10:40.397582,8612,14958
6414,ACTIVE,"Mulhouse, 68100",France,2024-12-31 15:10:40.948223,2025-02-28 15:10:40.94823,+33 651 21 19 28,f,85,1,2024-12-31 15:10:40.948229,Honda Fit Neuve 2020 - 133345 Essence km,Location,2024-12-31 15:10:40.948228,8613,16242
6415,ACTIVE,"Paris, 75000",France,2024-12-31 15:10:41.189179,2025-02-28 15:10:41.189187,+33 625 09 90 62,f,12572,1,2024-12-31 15:10:41.189187,Audi Q5 Neuve 2020 - 110667 Hybride km,Vente,2024-12-31 15:10:41.189185,8614,16822
6416,ACTIVE,"Montreuil, 93100",France,2024-12-31 15:10:41.39274,2025-02-28 15:10:41.392748,+33 620 64 13 90,f,7403,1,2024-12-31 15:10:41.392747,Harley-Davidson Road King 2012 - 23628 km - Occasion,Vente,2024-12-31 15:10:41.392746,8615,15037
6417,ACTIVE,"Amiens, 80000",France,2024-12-31 15:10:41.678555,2025-02-28 15:10:41.678559,+33 627 16 54 95,f,90,1,2024-12-31 15:10:41.678559,BMW R1250GS 2013 - 40671 km - Occasion,Location,2024-12-31 15:10:41.678557,8616,15738
6418,ACTIVE,"Rennes, 35000",France,2024-12-31 15:10:41.964811,2025-02-28 15:10:41.964816,+33 656 57 65 48,f,36952,1,2024-12-31 15:10:41.964815,Volkswagen Arteon Occasion 2010 - 21155 Électrique km,Vente,2024-12-31 15:10:41.964813,8617,15524
6419,ACTIVE,"Orléans, 45000",France,2024-12-31 15:10:42.284635,2025-02-28 15:10:42.284643,+33 689 64 49 89,f,27828,1,2024-12-31 15:10:42.284643,BMW Serie 6 Occasion 2020 - 120699 Hybride km,Vente,2024-12-31 15:10:42.284641,8618,15344
6420,ACTIVE,"Paris, 75000",France,2024-12-31 15:10:42.540874,2025-02-28 15:10:42.540878,+33 763 13 79 57,f,14697,1,2024-12-31 15:10:42.540878,Ford Mustang Occasion 2016 - 137570 Diesel km,Vente,2024-12-31 15:10:42.540876,8619,14488
6421,ACTIVE,"Brest, 29200",France,2024-12-31 15:10:42.733533,2025-02-28 15:10:42.733537,+33 713 41 54 62,f,175,1,2024-12-31 15:10:42.733536,Hyundai Santa Fe Occasion 2016 - 133968 Hybride km,Location,2024-12-31 15:10:42.733535,8620,16192
6422,ACTIVE,"Mulhouse, 68100",France,2024-12-31 15:10:42.988311,2025-02-28 15:10:42.988316,+33 686 59 13 18,f,4569,1,2024-12-31 15:10:42.988315,Harley-Davidson LiveWire 2011 - 17927 km - Neuf,Vente,2024-12-31 15:10:42.988314,8621,15840
6423,ACTIVE,"Clermont-Ferrand, 63000",France,2024-12-31 15:10:43.243901,2025-02-28 15:10:43.243909,+33 778 64 67 93,f,56,1,2024-12-31 15:10:43.243908,Honda CBR1000RR 2012 - 11962 km - Neuf,Location,2024-12-31 15:10:43.243906,8622,16338
6424,ACTIVE,"Limoges, 87000",France,2024-12-31 15:10:43.47613,2025-02-28 15:10:43.476139,+33 691 88 97 11,f,76,1,2024-12-31 15:10:43.476138,Harley-Davidson Dyna 2019 - 31049 km - Peu Endommagé,Location,2024-12-31 15:10:43.476136,8623,16452
6425,ACTIVE,"Aix-en-Provence, 13100",France,2024-12-31 15:10:43.672755,2025-02-28 15:10:43.672765,+33 690 01 83 31,f,72,1,2024-12-31 15:10:43.672764,Suzuki Burgman 400 2018 - 34035 km - Neuf,Location,2024-12-31 15:10:43.672763,8624,16504
6426,ACTIVE,"Poitiers, 86000",France,2024-12-31 15:10:43.969672,2025-02-28 15:10:43.969679,+33 769 72 38 78,f,31601,1,2024-12-31 15:10:43.969678,Toyota Corolla Occasion 2016 - 120288 Diesel km,Vente,2024-12-31 15:10:43.969677,8625,16689
6427,ACTIVE,"Nice, 06000",France,2024-12-31 15:10:44.231806,2025-02-28 15:10:44.231815,+33 780 74 50 97,f,154,1,2024-12-31 15:10:44.231814,Toyota Avalon Occasion 2021 - 11464 Diesel km,Location,2024-12-31 15:10:44.231813,8626,15195
6428,ACTIVE,"Clermont-Ferrand, 63000",France,2024-12-31 15:10:44.528213,2025-02-28 15:10:44.528218,+33 781 71 77 06,f,41677,1,2024-12-31 15:10:44.528217,Honda HR-V Occasion 2019 - 16008 Électrique km,Vente,2024-12-31 15:10:44.528216,8627,15985
6429,ACTIVE,"Toulouse, 31000",France,2024-12-31 15:10:44.791411,2025-02-28 15:10:44.791418,+33 633 89 32 14,f,39,1,2024-12-31 15:10:44.791417,Yamaha MT-07 2015 - 29528 km - Occasion,Location,2024-12-31 15:10:44.791416,8628,14738
6430,ACTIVE,"Dunkerque, 59140",France,2024-12-31 15:10:45.104067,2025-02-28 15:10:45.104071,+33 705 75 66 42,f,7789,1,2024-12-31 15:10:45.10407,Nissan Versa Neuve 2010 - 133957 Diesel km,Vente,2024-12-31 15:10:45.104069,8629,16252
6431,ACTIVE,"Rennes, 35000",France,2024-12-31 15:10:45.300464,2025-02-28 15:10:45.300471,+33 626 94 56 66,f,10148,1,2024-12-31 15:10:45.30047,Yamaha Bolt 2019 - 15713 km - Peu Endommagé,Vente,2024-12-31 15:10:45.30047,8630,14731
6432,ACTIVE,"Reims, 51100",France,2024-12-31 15:10:45.530252,2025-02-28 15:10:45.530254,+33 716 71 20 04,f,3132,1,2024-12-31 15:10:45.530254,Harley-Davidson Street 2018 - 47557 km - Neuf,Vente,2024-12-31 15:10:45.530253,8631,15543
6433,ACTIVE,"Saint-Étienne, 42000",France,2024-12-31 15:10:45.785634,2025-02-28 15:10:45.785639,+33 633 39 66 45,f,9755,1,2024-12-31 15:10:45.785639,Yamaha XSR900 2019 - 15056 km - Occasion,Vente,2024-12-31 15:10:45.785637,8632,14551
6434,ACTIVE,"Nanterre, 92000",France,2024-12-31 15:10:46.720998,2025-02-28 15:10:46.721006,+33 608 85 90 44,f,10667,1,2024-12-31 15:10:46.721006,Ducati Streetfighter 2022 - 1544 km - Neuf,Vente,2024-12-31 15:10:46.721004,8633,15712
6435,ACTIVE,"Mulhouse, 68100",France,2024-12-31 15:10:46.946405,2025-02-28 15:10:46.94641,+33 764 96 91 33,f,2173,1,2024-12-31 15:10:46.946409,Harley-Davidson Trike 2011 - 2864 km - Occasion,Vente,2024-12-31 15:10:46.946408,8634,16013
6436,ACTIVE,"Grenoble, 38000",France,2024-12-31 15:10:47.242265,2025-02-28 15:10:47.242274,+33 685 35 04 89,f,180,1,2024-12-31 15:10:47.242274,Volkswagen Eos Neuve 2021 - 123640 Hybride km,Location,2024-12-31 15:10:47.242271,8635,15063
6437,ACTIVE,"Rennes, 35000",France,2024-12-31 15:10:47.541084,2025-02-28 15:10:47.541089,+33 787 11 69 14,f,5681,1,2024-12-31 15:10:47.541088,Yamaha XSR900 2017 - 24706 km - Occasion,Vente,2024-12-31 15:10:47.541086,8636,16537
6438,ACTIVE,"Nîmes, 30000",France,2024-12-31 15:10:47.77067,2025-02-28 15:10:47.770675,+33 752 35 48 41,f,11408,1,2024-12-31 15:10:47.770674,Kawasaki Ninja 400 2014 - 28837 km - Neuf,Vente,2024-12-31 15:10:47.770673,8637,14769
6439,ACTIVE,"Le Mans, 72000",France,2024-12-31 15:10:47.964806,2025-02-28 15:10:47.96481,+33 793 98 82 63,f,106,1,2024-12-31 15:10:47.964809,Mercedes-Benz Classe B Occasion 2015 - 95630 Diesel km,Location,2024-12-31 15:10:47.964808,8638,14868
6440,ACTIVE,"Strasbourg, 67000",France,2024-12-31 15:10:48.164011,2025-02-28 15:10:48.164022,+33 642 02 08 29,f,12295,1,2024-12-31 15:10:48.164021,Honda Gold Wing 2023 - 29431 km - Occasion,Vente,2024-12-31 15:10:48.164019,8639,15616
6441,ACTIVE,"Mulhouse, 68100",France,2024-12-31 15:10:48.428846,2025-02-28 15:10:48.428851,+33 635 68 32 46,f,4075,1,2024-12-31 15:10:48.42885,BMW R nineT 2015 - 2081 km - Occasion,Vente,2024-12-31 15:10:48.428849,8640,16292
6442,ACTIVE,"Clermont-Ferrand, 63000",France,2024-12-31 15:10:48.715156,2025-02-28 15:10:48.715159,+33 768 92 12 91,f,68,1,2024-12-31 15:10:48.715159,Honda Ridgeline Neuve 2011 - 21782 Hybride km,Location,2024-12-31 15:10:48.715157,8641,16776
